rank,ticker,sector,industry,avg_vol_30d,price,rs_score,rs_delta,rs_delta_momentum,pct_from_52w_high,pct_from_52w_low,range_position,price_vs_sma10,price_vs_sma20,price_vs_sma50,price_vs_sma200,percentile,pct_1m,pct_3m,pct_6m,pct_12m,elite_rs,elite_1m,elite_3m,elite_6m,elite_12m,elite_count,date
421,DMMX,Communication Services,Advertising Agencies,5471000,186.0,88.81,8.7,0.87,-56.1,42.4,18.9,-0.9,-1.3,2.5,-21.5,11,33,48,19,7,,,,,,0,2026-09-18
422,SMGR,Basic Materials,Building Materials,27602086,1620.0,88.16,10.35,5.9,-48.6,16.1,12.8,-4.2,-0.9,4.1,-23.9,11,57,39,11,12,,,,,,0,2026-09-18
423,MYOR,Consumer Defensive,Packaged Foods,14670153,1515.0,88.15,-11.28,1.94,-36.9,1.7,2.7,-0.3,-2.7,-8.2,-18.3,11,10,7,22,24,,,,,,0,2026-09-18
424,BRPT,Basic Materials,Chemicals,101202966,1610.0,87.92,1.32,8.27,-62.3,28.9,11.9,-5.1,-8.6,-9.7,-24.3,11,6,10,56,23,,,,,,0,2026-09-18
425,KOPI,Energy,Oil & Gas Refining & Marketing,2830033,206.0,87.48,0.14,-1.44,-42.8,56.1,32.5,0.6,0.5,1.5,-15.0,10,43,13,29,12,,,,,,0,2026-09-18
426,BESS,Industrials,Marine Shipping,287503,895.0,87.46,3.63,14.3,-52.2,7.1,5.7,-1.6,-1.4,-1.1,-26.8,10,28,15,12,37,,,,,,0,2026-09-18
427,MCAS,Industrials,Business Equipment & Supplies,8695176,268.0,87.32,17.41,-15.75,-72.9,81.1,14.3,-3.6,-5.3,6.6,-31.9,10,12,80,6,1,,,,,,0,2026-09-18
428,BRIS,Financial Services,Banks - Regional,17080710,1645.0,87.11,-8.94,-0.5,-38.4,1.9,2.8,-5.1,-6.6,-7.8,-17.6,10,12,12,21,13,,,,,,0,2026-09-18
429,AGRO,Financial Services,Banks - Regional,6830063,145.0,86.73,-0.38,6.96,-42.9,16.9,16.2,-3.3,-3.2,-2.2,-21.1,9,24,16,20,12,,,,,,0,2026-09-18
430,RAAM,Communication Services,Entertainment,2308350,176.0,86.26,-8.0,-3.15,-51.9,12.1,9.1,-2.4,-4.7,-9.4,-18.1,9,15,4,50,14,,,,,,0,2026-09-18
431,ASSA,Industrials,Rental & Leasing Services,11712520,605.0,86.03,-1.19,6.91,-49.4,22.1,15.6,-2.6,-3.5,-2.5,-27.8,9,17,22,9,24,,,,,,0,2026-09-18
432,PANR,Consumer Cyclical,Travel Services,92250,412.0,85.28,-1.82,-3.99,-42.0,4.0,5.1,-2.5,-2.8,-1.5,-18.6,9,34,17,23,8,,,,,,0,2026-09-18
433,CBDK,Real Estate,Real Estate Services,2748450,3660.0,84.96,1.07,-7.88,-61.1,16.7,8.4,-5.5,-5.5,-1.7,-29.3,9,27,28,14,9,,,,,,0,2026-09-18
434,MERI,Consumer Defensive,Education & Training Services,12687943,119.0,84.83,3.54,,-56.9,30.8,15.1,-1.2,-1.9,5.0,-15.6,8,43,31,15,6,,,,,,0,2026-09-18
435,PNSE,Consumer Cyclical,Resorts & Casinos,37743,492.0,84.05,0.78,-1.73,-47.9,2.5,2.6,-1.1,-1.4,-0.8,-20.9,8,43,9,12,17,,,,,,0,2026-09-18
436,DSSA,Energy,Thermal Coal,572258880,1120.0,83.94,23.92,-4.31,-75.9,159.3,16.3,-0.3,0.4,14.9,-51.4,8,79,86,1,1,,,,,,0,2026-09-18
437,BBHI,Financial Services,Banks - Regional,16644276,900.0,83.73,-2.19,11.59,-42.2,16.3,16.1,0.1,0.1,-0.9,-23.0,8,36,18,12,10,,,,,,0,2026-09-18
438,BUKK,Industrials,Engineering & Construction,64536,1035.0,83.68,-28.88,-22.87,-56.9,50.0,20.2,5.3,4.6,0.9,-21.7,8,47,3,8,62,,,,,,0,2026-09-18
439,UNIQ,Energy,Thermal Coal,2448666,122.0,83.32,17.19,13.97,-75.5,45.2,9.2,0.2,1.2,6.3,-35.8,7,61,61,22,2,,,,,,0,2026-09-18
440,KRYA,Industrials,Engineering & Construction,55678633,66.0,83.31,18.84,36.47,-73.4,32.0,8.1,-2.5,-1.1,4.3,-27.0,7,58,44,41,1,,,,,,0,2026-09-18
441,LPLI,Real Estate,Real Estate Services,184296,226.0,83.14,-2.49,0.1,-74.9,3.7,1.2,-4.3,-5.6,-7.3,-25.8,7,14,11,18,19,,,,,,0,2026-09-18
442,GMTD,Real Estate,Real Estate - Development,33800,1245.0,83.07,3.99,5.77,-62.6,2.0,1.2,-4.7,-8.4,-5.7,-30.5,7,28,9,35,10,,,,,,0,2026-09-18
443,PTPP,Industrials,Engineering & Construction,10017473,197.0,83.0,6.76,7.29,-53.5,15.2,10.3,-2.9,-3.5,-3.4,-28.4,7,29,33,8,7,,,,,,0,2026-09-18
444,OBAT,Consumer Defensive,Packaged Foods,645676,240.0,82.67,5.84,16.27,-53.9,24.4,14.4,-0.8,-0.4,-1.4,-23.1,6,37,17,13,8,,,,,,0,2026-09-18
445,SOLA,Industrials,Engineering & Construction,16140520,90.0,81.33,1.64,23.15,-48.6,16.9,13.3,-1.4,-1.9,-6.3,-22.3,6,37,8,16,7,,,,,,0,2026-09-18
446,DAAZ,Basic Materials,Other Industrial Metals & Mining,633346,1670.0,81.06,5.36,0.78,-62.6,16.2,7.7,0.7,-0.5,3.2,-26.7,6,21,21,3,8,,,,,,0,2026-09-18
447,RATU,Energy,Oil & Gas E&P,10240763,4350.0,80.26,-3.76,9.03,-63.8,16.6,7.5,-3.3,-1.4,-8.6,-31.4,6,31,10,17,21,,,,,,0,2026-09-18
448,BKSL,Real Estate,Real Estate - Development,236920800,68.0,78.95,5.48,-3.02,-62.8,23.6,10.2,-4.9,-7.2,-4.6,-35.2,5,8,26,7,7,,,,,,0,2026-09-18
449,GPSO,Technology,Scientific & Technical Instruments,34707023,282.0,77.39,13.91,45.95,-78.7,5.2,1.3,-1.8,-3.6,-5.1,-35.8,5,37,2,25,42,,,,,,0,2026-09-18
450,ARTO,Financial Services,Banks - Regional,21831526,945.0,76.9,-7.36,10.67,-60.0,17.4,9.0,-4.6,-5.7,-17.4,-33.5,5,3,17,13,5,,,,,,0,2026-09-18
451,AMMS,Consumer Defensive,Farm Products,1539180,214.0,76.16,-1.36,86.8,-64.0,27.4,10.8,-1.7,0.4,-10.9,-42.5,5,88,1,3,64,,,,,,0,2026-09-18
452,BEER,Consumer Defensive,Beverages - Wineries & Distilleries,44849350,76.0,75.26,-7.88,-8.15,-70.8,8.6,3.2,-3.8,-5.4,-3.4,-43.6,5,20,12,4,18,,,,,,0,2026-09-18
453,WOOD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",4307226,197.0,75.18,4.05,1.67,-68.0,5.9,2.6,-3.2,-4.6,-6.4,-32.1,4,11,7,7,9,,,,,,0,2026-09-18
454,CDIA,Utilities,Utilities - Regulated Electric,65418120,650.0,74.22,10.92,,-71.8,16.1,5.2,-4.6,-4.9,-3.8,-37.4,4,15,13,16,6,,,,,,0,2026-09-18
455,ADHI,Industrials,Engineering & Construction,6727260,133.0,71.79,-0.78,19.02,-54.8,0.0,0.0,0.0,0.0,-9.0,-31.8,4,18,6,8,6,,,,,,0,2026-09-18
456,CHIP,Communication Services,Telecom Services,116083,740.0,71.35,-17.41,-8.77,-53.5,0.7,0.6,-6.5,-9.8,-15.9,-31.6,4,3,3,9,8,,,,,,0,2026-09-18
457,EMTK,Communication Services,Broadcasting,42917713,494.0,69.83,-5.72,-0.29,-68.0,2.5,1.1,-1.7,-3.8,-4.6,-37.2,4,20,7,9,4,,,,,,0,2026-09-18
458,KPIG,Real Estate,Real Estate Services,489552936,70.0,69.82,9.56,24.37,-75.5,7.7,2.3,-4.0,0.7,-7.2,-40.2,3,45,6,9,3,,,,,,0,2026-09-18
459,STRK,Consumer Defensive,Beverages - Brewers,25423433,66.0,68.72,12.31,24.23,-75.6,11.9,3.3,1.4,-0.8,0.1,-45.5,3,69,16,5,3,,,,,,0,2026-09-18
460,PANI,Real Estate,Real Estate - Development,6250486,5450.0,66.72,-1.4,3.86,-65.4,0.5,0.2,-4.5,-6.5,-9.4,-37.2,3,9,5,10,3,,,,,,0,2026-09-18
461,HEAL,Healthcare,Medical Care Facilities,23449383,680.0,66.45,0.13,15.48,-60.2,5.4,3.3,0.1,0.8,-10.3,-37.4,3,27,4,4,5,,,,,,0,2026-09-18
462,BNLI,Financial Services,Banks - Regional,54840,2070.0,66.1,-1.26,10.48,-65.0,0.0,0.0,-2.8,-3.5,-6.5,-38.2,3,25,1,7,19,,,,,,0,2026-09-18
463,NICL,Basic Materials,Other Industrial Metals & Mining,39740986,456.0,64.01,5.94,12.39,-75.4,0.4,0.1,-4.0,-6.4,-6.4,-45.8,2,26,4,3,5,,,,,,0,2026-09-18
464,COIN,Financial Services,Financial Data & Stock Exchanges,57917310,735.0,63.77,-1.11,,-84.1,24.6,3.6,-5.4,-8.2,-0.1,-54.8,2,51,11,4,2,,,,,,0,2026-09-18
465,DATA,Communication Services,Telecom Services,2127740,1675.0,60.7,-28.51,-0.17,-73.8,34.0,8.3,-5.7,-7.6,-14.4,-42.3,2,5,3,2,4,,,,,,0,2026-09-18
466,BREN,Utilities,Utilities - Renewable,32696683,3080.0,59.49,-15.11,-28.11,-69.8,29.6,9.0,-4.5,-6.8,-8.7,-47.1,2,6,6,2,2,,,,,,0,2026-09-18
467,TPIA,Basic Materials,Specialty Chemicals,256556013,1830.0,56.38,19.8,17.24,-77.4,40.2,7.7,-3.8,-5.6,-8.7,-59.2,1,16,7,0,0,,,,,,0,2026-09-18
468,BBSS,Industrials,Engineering & Construction,31598086,80.0,55.62,2.82,-0.32,-89.0,0.0,0.0,-13.3,-17.6,-18.2,-62.8,1,1,5,1,2,,,,,,0,2026-09-18
469,COCO,Consumer Defensive,Confectioners,728777740,137.0,55.44,20.69,39.95,-77.7,86.5,11.7,0.1,11.4,12.2,-49.0,1,92,2,2,1,,,,,,0,2026-09-18
470,APIC,Financial Services,Insurance - Life,22603860,412.0,54.59,10.75,31.02,-78.9,2.0,0.5,-11.6,-16.5,-28.5,-62.8,1,1,2,1,3,,,,,,0,2026-09-18
471,TIRA,Industrials,Industrial Distribution,771776,390.0,45.38,-3.55,-2.81,-78.9,0.0,0.0,-3.8,-4.6,-13.7,-55.2,1,17,1,1,0,,,,,,0,2026-09-18
472,FILM,Communication Services,Entertainment,38891146,790.0,31.33,-0.96,27.68,-94.6,16.2,0.8,-3.5,-2.8,-24.2,-83.8,0,19,0,0,0,,,,,,0,2026-09-18
